0, 150
0.000594445, 150
0.00118889, 150
0.00178333, 150
0.00237778, 150
0.00297222, 150
0.00356667, 150
0.00416111, 150
0.00475556, 150
0.00535, 150
0.00594445, 150
0.00653889, 150
0.00713334, 150
0.00772778, 150
0.00832222, 150
0.00891667, 150
0.00951111, 150
0.0101056, 150
0.0107, 150
0.0112944, 150
0.0118889, 150
0.0124833, 150
0.0130778, 150
0.0136722, 150
0.0142667, 150
0.0148611, 150
0.0154556, 150
0.01605, 150
0.0166444, 150
0.0172389, 150
0.0178333, 150
0.0184278, 150
0.0190222, 150
0.0196167, 150
0.0202111, 150
0.0208056, 150
0.0214, 150
0.0219945, 150
0.0225889, 150
0.0231833, 150
0.0237778, 150
0.0243722, 150
0.0249667, 150
0.0255611, 150
0.0261556, 150
0.02675, 150
0.0273445, 150
0.0279389, 150
0.0285333, 150
0.0291278, 150
0.0297222, 150
0.0303167, 150
0.0309111, 150
0.0315056, 150
0.0321, 150
0.0326945, 150
0.0332889, 150
0.0338833, 150
0.0344778, 150
0.0350722, 150
0.0356667, 150
0.0362611, 150
0.0368556, 150
0.03745, 150
0.0380445, 150
0.0386389, 150
0.0392333, 150
0.0398278, 150
0.0404222, 150
0.0410167, 150
0.0416111, 150
0.0422056, 150
0.0428, 150
0.0433945, 150
0.0439889, 150
0.0445833, 150
0.0451778, 150
0.0457722, 150
0.0463667, 150
0.0469611, 150
0.0475556, 150
0.04815, 150
0.0487445, 150
0.0493389, 150
0.0499333, 150
0.0505278, 150
0.0511222, 150
0.0517167, 150
0.0523111, 150
0.0529056, 150
0.0535, 150
0.0540945, 150
0.0546889, 150
0.0552833, 150
0.0558778, 150
0.0564722, 150
0.0570667, 150
0.0576611, 150
0.0582556, 150
0.05885, 150
0.0594445, 150
0.0600389, 150
0.0606333, 150
0.0612278, 150
0.0618222, 150
0.0624167, 150
0.0630111, 150
0.0636056, 150
0.0642, 150
0.0647945, 150
0.0653889, 150
0.0659834, 150
0.0665778, 150
0.0671722, 150
0.0677667, 150
0.0683611, 150
0.0689556, 150
0.06955, 150
0.0701445, 150
0.0707389, 150
0.0713334, 150
0.0719278, 150
0.0725222, 150
0.0731167, 150
0.0737111, 150
0.0743056, 150
0.0749, 150
0.0754945, 150
0.0760889, 150
0.0766834, 150
0.0772778, 150
0.0778722, 150
0.0784667, 150
0.0790611, 150
