0, 0, 3.14, 0, 0
0.0005, 1.87224e-06, 3.14, 0.00748897, 0.0147574
0.001, 7.48897e-06, 3.14001, 0.0149779, 0.0295148
0.0015, 1.68502e-05, 3.14003, 0.0224669, 0.0442719
0.002, 2.99559e-05, 3.14006, 0.0299559, 0.0590289
0.0025, 4.6806e-05, 3.14009, 0.0374448, 0.0737855
0.003, 6.74007e-05, 3.14013, 0.0449337, 0.0885418
0.0035, 9.17397e-05, 3.14018, 0.0524226, 0.103298
0.004, 0.000119823, 3.14024, 0.0599115, 0.118053
0.0045, 0.000151651, 3.1403, 0.0674003, 0.132807
0.005, 0.000187224, 3.14037, 0.0748891, 0.147561
0.0055, 0.00022654, 3.14045, 0.0823779, 0.162314
0.006, 0.000269602, 3.14053, 0.0898667, 0.177067
0.0065, 0.000316407, 3.14062, 0.0973554, 0.191818
0.007, 0.000366957, 3.14072, 0.104844, 0.206568
0.0075, 0.000421251, 3.14083, 0.112333, 0.221318
0.008, 0.000479289, 3.14094, 0.119821, 0.236066
0.0085, 0.000541072, 3.14107, 0.12731, 0.250812
0.009, 0.000606599, 3.1412, 0.134798, 0.265558
0.0095, 0.00067587, 3.14133, 0.142286, 0.280302
0.01, 0.000748886, 3.14148, 0.149775, 0.295045
0.0105, 0.000825645, 3.14163, 0.157263, 0.309786
0.011, 0.000906149, 3.14179, 0.164751, 0.324525
0.0115, 0.000990396, 3.14195, 0.172239, 0.339263
0.012, 0.00107839, 3.14212, 0.179727, 0.353998
0.0125, 0.00117012, 3.14231, 0.187215, 0.368732
0.013, 0.0012656, 3.14249, 0.194703, 0.383464
0.0135, 0.00136483, 3.14269, 0.202191, 0.398194
0.014, 0.00146779, 3.14289, 0.209678, 0.412922
0.0145, 0.0015745, 3.1431, 0.217166, 0.427648
0.015, 0.00168496, 3.14332, 0.224653, 0.442371
0.0155, 0.00179916, 3.14354, 0.232141, 0.457092
0.016, 0.0019171, 3.14378, 0.239628, 0.471811
0.0165, 0.00203879, 3.14402, 0.247115, 0.486527
0.017, 0.00216421, 3.14426, 0.254602, 0.50124
0.0175, 0.00229339, 3.14452, 0.262089, 0.515951
0.018, 0.0024263, 3.14478, 0.269575, 0.530659
0.0185, 0.00256296, 3.14505, 0.277062, 0.545365
0.019, 0.00270336, 3.14532, 0.284548, 0.560067
0.0195, 0.00284751, 3.14561, 0.292035, 0.574766
0.02, 0.0029954, 3.1459, 0.299521, 0.589462
0.0205, 0.00314703, 3.1462, 0.307007, 0.604155
0.021, 0.00330241, 3.1465, 0.314493, 0.618845
0.0215, 0.00346152, 3.14682, 0.321978, 0.633532
0.022, 0.00362438, 3.14714, 0.329464, 0.648215
0.0225, 0.00379099, 3.14746, 0.336949, 0.662895
0.023, 0.00396133, 3.1478, 0.344434, 0.677571
0.0235, 0.00413542, 3.14814, 0.351919, 0.692243
0.024, 0.00431325, 3.14849, 0.359404, 0.706912
0.0245, 0.00449483, 3.14885, 0.366889, 0.721577
0.025, 0.00468014, 3.14921, 0.374373, 0.736238
0.0255, 0.0048692, 3.14958, 0.381858, 0.750895
0.026, 0.005062, 3.14996, 0.389342, 0.765548
0.0265, 0.00525854, 3.15035, 0.396826, 0.780197
0.027, 0.00545883, 3.15074, 0.404309, 0.794841
0.0275, 0.00566285, 3.15115, 0.411793, 0.809482
0.028, 0.00587062, 3.15155, 0.419276, 0.824117
0.0285, 0.00608213, 3.15197, 0.426759, 0.838749
0.029, 0.00629738, 3.15239, 0.434242, 0.853376
0.0295, 0.00651637, 3.15282, 0.441725, 0.867998
0.03, 0.0067391, 3.15326, 0.449207, 0.882616
0.0305, 0.00696558, 3.15371, 0.456689, 0.897229
0.031, 0.00719579, 3.15416, 0.464171, 0.911836
0.0315, 0.00742975, 3.15462, 0.471653, 0.926439
0.032, 0.00766744, 3.15508, 0.479134, 0.941037
0.0325, 0.00790888, 3.15556, 0.486615, 0.95563
0.033, 0.00815406, 3.15604, 0.494096, 0.970217
0.0335, 0.00840298, 3.15653, 0.501577, 0.9848
0.034, 0.00865564, 3.15702, 0.509057, 0.999376
0.0345, 0.00891203, 3.15753, 0.516537, 1.01395
0.035, 0.00917217, 3.15804, 0.524017, 1.02851
0.0355, 0.00943605, 3.15856, 0.531497, 1.04307
0.036, 0.00970367, 3.15908, 0.538976, 1.05763
0.0365, 0.00997503, 3.15961, 0.546455, 1.07218
0.037, 0.0102501, 3.16015, 0.553933, 1.08672
0.0375, 0.010529, 3.1607, 0.561412, 1.10126
0.038, 0.0108115, 3.16126, 0.56889, 1.11579
0.0385, 0.0110979, 3.16182, 0.576367, 1.13031
0.039, 0.0113879, 3.16239, 0.583845, 1.14483
0.0395, 0.0116817, 3.16296, 0.591322, 1.15934
0.04, 0.0119792, 3.16354, 0.598798, 1.17385
0.0405, 0.0122805, 3.16414, 0.606275, 1.18834
0.041, 0.0125855, 3.16473, 0.613751, 1.20284
0.0415, 0.0128942, 3.16534, 0.621226, 1.21732
0.042, 0.0132067, 3.16595, 0.628702, 1.2318
0.0425, 0.0135229, 3.16657, 0.636177, 1.24627
0.043, 0.0138429, 3.1672, 0.643651, 1.26074
0.0435, 0.0141666, 3.16783, 0.651125, 1.2752
0.044, 0.014494, 3.16847, 0.658599, 1.28965
0.0445, 0.0148252, 3.16912, 0.666073, 1.30409
0.045, 0.0151601, 3.16978, 0.673546, 1.31853
0.0455, 0.0154987, 3.17044, 0.681018, 1.33295
0.046, 0.0158411, 3.17111, 0.68849, 1.34738
0.0465, 0.0161872, 3.17179, 0.695962, 1.36179
0.047, 0.0165371, 3.17247, 0.703434, 1.37619
0.0475, 0.0168907, 3.17316, 0.710905, 1.39059
0.048, 0.017248, 3.17386, 0.718375, 1.40498
0.0485, 0.017609, 3.17457, 0.725845, 1.41936
0.049, 0.0179738, 3.17528, 0.733315, 1.43374
0.0495, 0.0183424, 3.176, 0.740784, 1.4481
0.05, 0.0187146, 3.17673, 0.748253, 1.46246
0.0505, 0.0190906, 3.17746, 0.755721, 1.47681
0.051, 0.0194703, 3.17821, 0.763189, 1.49115
0.0515, 0.0198538, 3.17895, 0.770656, 1.50549
0.052, 0.020241, 3.17971, 0.778123, 1.51981
0.0525, 0.0206319, 3.18047, 0.785589, 1.53412
0.053, 0.0210266, 3.18125, 0.793055, 1.54843
0.0535, 0.021425, 3.18202, 0.80052, 1.56273
0.054, 0.0218271, 3.18281, 0.807985, 1.57702
0.0545, 0.022233, 3.1836, 0.81545, 1.59129
0.055, 0.0226425, 3.1844, 0.822913, 1.60556
0.0555, 0.0230559, 3.18521, 0.830377, 1.61983
0.056, 0.0234729, 3.18602, 0.837839, 1.63408
0.0565, 0.0238937, 3.18684, 0.845301, 1.64832
0.057, 0.0243182, 3.18767, 0.852763, 1.66255
0.0575, 0.0247465, 3.1885, 0.860224, 1.67677
0.058, 0.0251785, 3.18934, 0.867684, 1.69099
0.0585, 0.0256142, 3.19019, 0.875144, 1.70519
0.059, 0.0260536, 3.19105, 0.882604, 1.71938
