0, 150
0.0005, 150
0.001, 150
0.0015, 150
0.002, 150
0.0025, 150
0.003, 150
0.0035, 150
0.004, 150
0.0045, 150
0.005, 150
0.0055, 150
0.006, 150
0.0065, 150
0.007, 150
0.0075, 150
0.008, 150
0.0085, 150
0.009, 150
0.0095, 150
0.01, 150
0.0105, 150
0.011, 150
0.0115, 150
0.012, 150
0.0125, 150
0.013, 150
0.0135, 150
0.014, 150
0.0145, 150
0.015, 150
0.0155, 150
0.016, 150
0.0165, 150
0.017, 150
0.0175, 150
0.018, 150
0.0185, 150
0.019, 150
0.0195, 150
0.02, 150
0.0205, 150
0.021, 150
0.0215, 150
0.022, 150
0.0225, 150
0.023, 150
0.0235, 150
0.024, 150
0.0245, 150
0.025, 150
0.0255, 150
0.026, 150
0.0265, 150
0.027, 150
0.0275, 150
0.028, 150
0.0285, 150
0.029, 150
0.0295, 150
0.03, 150
0.0305, 150
0.031, 150
0.0315, 150
0.032, 150
0.0325, 150
0.033, 150
0.0335, 150
0.034, 150
0.0345, 150
0.035, 150
0.0355, 150
0.036, 150
0.0365, 150
0.037, 150
0.0375, 150
0.038, 150
0.0385, 150
0.039, 150
0.0395, 150
0.04, 150
0.0405, 150
0.041, 150
0.0415, 150
0.042, 150
0.0425, 150
0.043, 150
0.0435, 150
0.044, 150
0.0445, 150
0.045, 150
0.0455, 150
0.046, 150
0.0465, 150
0.047, 150
0.0475, 150
0.048, 150
0.0485, 150
0.049, 150
0.0495, 150
0.05, 150
0.0505, 150
0.051, 150
0.0515, 150
0.052, 150
0.0525, 150
0.053, 150
0.0535, 150
0.054, 150
0.0545, 150
0.055, 150
0.0555, 150
0.056, 150
0.0565, 150
0.057, 150
0.0575, 150
0.058, 150
0.0585, 150
0.059, 150
0.0595, 150
0.06, 150
0.0605, 150
0.061, 150
0.0615, 150
0.062, 150
0.0625, 150
0.063, 150
0.0635, 150
0.064, 150
0.0645, 150
0.065, 150
0.0655, 150
0.066, 150
0.0665, 150
0.067, 150
0.0675, 150
0.068, 150
0.0685, 150
0.069, 150
0.0695, 150
0.07, 150
0.0705, 150
0.071, 150
0.0715, 150
0.072, 150
0.0725, 150
0.073, 150
0.0735, 150
0.074, 150
0.0745, 150
0.075, 150
0.0755, 150
0.076, 150
0.0765, 150
0.077, 150
0.0775, 150
0.078, 150
0.0785, 150
0.079, 150
0.0795, 150
0.08, 150
0.0805, 150
0.081, 150
0.0815, 150
0.082, 150
0.0825, 150
0.083, 150
0.0835, 150
0.084, 150
0.0845, 150
0.085, 150
0.0855, 150
0.086, 150
0.0865, 150
0.087, 150
0.0875, 150
0.088, 150
0.0885, 150
0.089, 150
0.0895, 150
0.09, 150
0.0905, 150
0.091, 150
0.0915, 150
0.092, 150
0.0925, 150
0.093, 150
0.0935, 150
0.094, 150
0.0945, 150
0.095, 150
0.0955, 150
0.096, 150
0.0965, 150
0.097, 150
0.0975, 150
0.098, 150
0.0985, 150
0.099, 150
0.0995, 150
0.1, 150
0.1005, 133.179
0.101, 133.179
0.1015, 133.179
0.102, 133.179
0.1025, 133.179
0.103, 133.179
0.1035, 133.179
0.104, 133.179
0.1045, 133.179
0.105, 133.179
0.1055, 133.179
0.106, 133.179
0.1065, 133.179
0.107, 133.179
0.1075, 133.179
0.108, 133.179
0.1085, 133.179
0.109, 133.179
0.1095, 133.179
0.11, 133.179
0.1105, 133.179
0.111, 133.179
0.1115, 133.179
0.112, 133.179
0.1125, 133.179
0.113, 133.179
0.1135, 133.179
0.114, 133.179
0.1145, 133.179
0.115, 133.179
0.1155, 133.179
0.116, 133.179
0.1165, 133.179
0.117, 133.179
0.1175, 133.179
0.118, 133.179
0.1185, 133.179
0.119, 133.179
0.1195, 133.179
0.12, 133.179
0.1205, 133.179
0.121, 133.179
0.1215, 133.179
0.122, 133.179
0.1225, 133.179
0.123, 133.179
0.1235, 133.179
0.124, 133.179
0.1245, 133.179
0.125, 133.179
0.1255, 133.179
0.126, 133.179
0.1265, 133.179
0.127, 133.179
0.1275, 133.179
0.128, 133.179
0.1285, 133.179
0.129, 133.179
0.1295, 133.179
0.13, 133.179
0.1305, 133.179
0.131, 133.179
0.1315, 133.179
0.132, 133.179
0.1325, 133.179
0.133, 133.179
0.1335, 133.179
0.134, 133.179
0.1345, 133.179
0.135, 133.179
0.1355, 133.179
0.136, 133.179
0.1365, 133.179
0.137, 133.179
0.1375, 133.179
0.138, 133.179
0.1385, 133.179
0.139, 133.179
0.1395, 133.179
0.14, 133.179
0.1405, 133.179
0.141, 133.179
0.1415, 133.179
0.142, 133.179
0.1425, 133.179
0.143, 133.179
