0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5.0, -0.3, 0, 1.4, 0, 1.4, 0, -1.9, 0, -1.9, 0
10.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0

